Fecha,Categoría,Región,Cliente,Ventas,Cantidad,Descuento,Subcategoría
2023-07-16,Alimentos,Sucursal Centro,Mayorista,1744,4,0,Frescos
2033-02-15,Limpieza,Sucursal Norte,Corporativo,1499,8,5,Desinfectantes
2029-10-26,Alimentos,Sucursal Centro,Cliente Frecuente,4201,33,10,Enlatados
2025-08-15,Carnes,Sucursal Sur,Corporativo,709,17,15,Res
2036-05-08,Bebidas,Sucursal Centro,Corporativo,1506,18,20,Café
2029-08-22,Limpieza,Sucursal Norte,Corporativo,1393,7,10,Detergentes
2022-12-24,Alimentos,Sucursal Este,Mayorista,4574,29,15,Congelados
2033-04-06,Limpieza,Sucursal Norte,Cliente Frecuente,1737,12,10,Detergentes
2023-12-29,Limpieza,Sucursal Centro,Cliente Ocasional,4389,27,20,Detergentes
2037-12-31,Panadería,Sucursal Centro,Mayorista,1759,49,15,Pasteles
2031-03-03,Alimentos,Sucursal Sur,Cliente Ocasional,1812,25,0,Congelados
2031-03-03,Lácteos,Sucursal Este,Mayorista,2055,6,0,Quesos
2034-09-27,Bebidas,Sucursal Centro,Corporativo,2074,18,15,Refrescos
2025-12-13,Carnes,Sucursal Sur,Mayorista,124,17,5,Res
2037-09-20,Lácteos,Sucursal Centro,Mayorista,139,2,5,Yogurt
2034-05-13,Lácteos,Sucursal Norte,Cliente Frecuente,4619,36,15,Yogurt
2035-10-15,Panadería,Sucursal Centro,Corporativo,4984,41,20,Pasteles
2025-03-06,Bebidas,Sucursal Este,Mayorista,4127,47,5,Refrescos
2027-08-12,Alimentos,Sucursal Sur,Corporativo,1990,29,15,Congelados
2036-03-30,Carnes,Sucursal Sur,Cliente Frecuente,1827,23,10,Cerdo
2028-10-01,Carnes,Sucursal Oeste,Cliente Frecuente,4599,39,5,Cerdo
2033-05-22,Limpieza,Sucursal Centro,Cliente Frecuente,1638,45,15,Detergentes
2037-08-14,Alimentos,Sucursal Sur,Mayorista,593,44,15,Frescos
2030-12-27,Bebidas,Sucursal Sur,Cliente Frecuente,2759,28,20,Té
2024-06-13,Lácteos,Sucursal Norte,Cliente Ocasional,1268,14,0,Leche
2030-12-25,Lácteos,Sucursal Oeste,Cliente Ocasional,2225,17,15,Quesos
2022-04-19,Lácteos,Sucursal Sur,Cliente Ocasional,4583,3,15,Leche
2023-02-06,Carnes,Sucursal Sur,Mayorista,2791,48,10,Pescado
2038-03-22,Alimentos,Sucursal Centro,Mayorista,4787,25,10,Enlatados
2026-12-16,Bebidas,Sucursal Centro,Cliente Ocasional,100,19,5,Refrescos
2023-04-30,Lácteos,Sucursal Norte,Mayorista,729,36,0,Yogurt
2024-12-14,Carnes,Sucursal Oeste,Mayorista,2515,9,5,Res
2032-06-16,Limpieza,Sucursal Norte,Cliente Ocasional,4228,3,5,Desinfectantes
2022-12-08,Alimentos,Sucursal Sur,Cliente Frecuente,2838,18,0,Frescos
2030-10-24,Limpieza,Sucursal Sur,Corporativo,548,18,0,Esponjas
2035-11-14,Alimentos,Sucursal Este,Cliente Frecuente,1273,6,15,Congelados
2034-03-22,Carnes,Sucursal Oeste,Mayorista,1698,33,15,Cerdo
2035-06-26,Panadería,Sucursal Centro,Corporativo,4408,1,20,Pan
2025-06-11,Panadería,Sucursal Este,Cliente Frecuente,2857,24,10,Pasteles
2033-12-26,Lácteos,Sucursal Centro,Cliente Frecuente,2675,6,20,Leche
2027-07-29,Limpieza,Sucursal Oeste,Cliente Frecuente,893,10,20,Detergentes
2026-03-10,Carnes,Sucursal Norte,Cliente Ocasional,1422,22,5,Pescado
2023-07-08,Alimentos,Sucursal Norte,Cliente Ocasional,4100,29,20,Enlatados
2038-04-27,Carnes,Sucursal Este,Mayorista,837,9,15,Res
2030-12-13,Limpieza,Sucursal Norte,Corporativo,3330,12,15,Desinfectantes
2024-04-18,Carnes,Sucursal Norte,Cliente Frecuente,3832,30,20,Res
2023-09-30,Bebidas,Sucursal Este,Cliente Ocasional,4853,38,0,Refrescos
2025-01-29,Panadería,Sucursal Oeste,Corporativo,4976,6,5,Galletas
2036-11-05,Alimentos,Sucursal Sur,Corporativo,2269,19,20,Frescos
2030-10-28,Panadería,Sucursal Centro,Corporativo,1267,26,0,Pan
2037-05-17,Panadería,Sucursal Centro,Corporativo,2976,17,15,Pan
2023-05-01,Lácteos,Sucursal Centro,Corporativo,925,28,5,Yogurt
2032-03-28,Limpieza,Sucursal Centro,Corporativo,1806,2,20,Esponjas
2031-03-17,Limpieza,Sucursal Sur,Mayorista,4809,38,20,Detergentes
2026-06-20,Bebidas,Sucursal Norte,Mayorista,4499,7,20,Té
2023-05-15,Alimentos,Sucursal Centro,Cliente Ocasional,3541,17,15,Congelados
2024-11-03,Panadería,Sucursal Norte,Corporativo,1899,6,0,Galletas
2025-02-26,Carnes,Sucursal Norte,Mayorista,4138,40,15,Pollo
2035-12-30,Lácteos,Sucursal Este,Mayorista,2549,12,10,Leche
2029-09-05,Bebidas,Sucursal Oeste,Cliente Ocasional,3382,13,20,Jugos
2035-10-21,Panadería,Sucursal Este,Corporativo,4309,28,5,Pan
2033-10-08,Bebidas,Sucursal Oeste,Cliente Ocasional,2426,17,15,Refrescos
2034-02-06,Carnes,Sucursal Este,Cliente Frecuente,1603,43,15,Pollo
2034-01-06,Limpieza,Sucursal Norte,Mayorista,3280,41,5,Detergentes
2030-12-04,Alimentos,Sucursal Oeste,Cliente Ocasional,104,23,5,Congelados
2022-07-28,Carnes,Sucursal Sur,Corporativo,1669,10,0,Cerdo
2026-11-26,Alimentos,Sucursal Centro,Cliente Ocasional,327,18,10,Congelados
2033-06-12,Carnes,Sucursal Norte,Cliente Ocasional,246,23,5,Pollo
2031-10-23,Bebidas,Sucursal Norte,Mayorista,2893,14,0,Jugos
2028-01-27,Alimentos,Sucursal Norte,Mayorista,3166,9,10,Frescos
2025-09-15,Panadería,Sucursal Oeste,Cliente Frecuente,973,6,10,Pan
2023-05-04,Lácteos,Sucursal Centro,Cliente Ocasional,2957,28,0,Leche
2030-03-31,Bebidas,Sucursal Sur,Cliente Frecuente,2033,7,20,Refrescos
2025-01-09,Carnes,Sucursal Este,Corporativo,915,38,0,Cerdo
2022-04-29,Lácteos,Sucursal Sur,Corporativo,2814,30,20,Leche
2026-11-26,Lácteos,Sucursal Oeste,Mayorista,2932,5,15,Leche
2022-07-26,Lácteos,Sucursal Centro,Cliente Ocasional,2734,21,0,Quesos
2026-12-23,Limpieza,Sucursal Oeste,Cliente Frecuente,893,38,0,Esponjas
2031-05-22,Alimentos,Sucursal Oeste,Mayorista,1835,33,10,Congelados
2035-07-21,Limpieza,Sucursal Oeste,Mayorista,3196,35,20,Esponjas
2024-12-30,Bebidas,Sucursal Norte,Mayorista,381,18,5,Jugos
2034-10-09,Carnes,Sucursal Oeste,Cliente Frecuente,3960,7,0,Pollo
2027-01-07,Carnes,Sucursal Oeste,Cliente Ocasional,3758,26,10,Cerdo
2026-12-13,Limpieza,Sucursal Sur,Mayorista,1518,12,20,Desinfectantes
2031-03-05,Lácteos,Sucursal Sur,Cliente Ocasional,2264,10,10,Leche
2025-03-12,Lácteos,Sucursal Centro,Cliente Ocasional,599,16,0,Quesos
2032-12-07,Alimentos,Sucursal Sur,Cliente Ocasional,3699,28,15,Enlatados
2038-02-27,Lácteos,Sucursal Norte,Cliente Ocasional,3422,24,20,Quesos
2028-06-03,Lácteos,Sucursal Sur,Cliente Frecuente,2769,13,0,Leche
2033-07-11,Panadería,Sucursal Sur,Corporativo,1022,19,10,Pan
2037-02-27,Bebidas,Sucursal Oeste,Cliente Ocasional,1722,36,5,Té
2037-02-20,Panadería,Sucursal Centro,Mayorista,3479,11,0,Pan
2037-04-02,Alimentos,Sucursal Norte,Mayorista,1337,3,15,Frescos
2022-05-28,Carnes,Sucursal Oeste,Mayorista,2810,36,15,Res
2035-09-20,Limpieza,Sucursal Oeste,Corporativo,2094,20,15,Detergentes
2029-10-25,Lácteos,Sucursal Este,Mayorista,3010,8,20,Quesos
2029-11-04,Carnes,Sucursal Centro,Cliente Ocasional,839,25,0,Pescado
2036-11-27,Alimentos,Sucursal Sur,Cliente Ocasional,969,28,20,Frescos
2035-12-05,Limpieza,Sucursal Este,Cliente Ocasional,2935,17,15,Detergentes
2026-03-09,Limpieza,Sucursal Este,Mayorista,1733,12,10,Desinfectantes
2028-09-17,Panadería,Sucursal Centro,Corporativo,1774,40,10,Pasteles
2032-10-23,Carnes,Sucursal Centro,Corporativo,2081,24,5,Res
2037-09-11,Lácteos,Sucursal Norte,Corporativo,4923,13,10,Leche
2036-08-30,Carnes,Sucursal Norte,Mayorista,3145,30,15,Pescado
2028-09-18,Limpieza,Sucursal Oeste,Corporativo,3856,15,0,Esponjas
2025-02-13,Alimentos,Sucursal Este,Mayorista,3025,40,0,Frescos
2022-12-03,Alimentos,Sucursal Norte,Cliente Ocasional,1136,29,0,Frescos
2029-09-25,Bebidas,Sucursal Este,Corporativo,4703,32,20,Té
2033-10-16,Limpieza,Sucursal Centro,Cliente Ocasional,206,37,10,Detergentes
2027-06-07,Limpieza,Sucursal Oeste,Corporativo,3401,15,15,Detergentes
2026-05-08,Lácteos,Sucursal Centro,Cliente Ocasional,2339,8,10,Yogurt
2035-08-13,Carnes,Sucursal Centro,Cliente Ocasional,2487,29,10,Res
2028-01-30,Alimentos,Sucursal Norte,Mayorista,4879,48,20,Frescos
2037-09-05,Panadería,Sucursal Oeste,Cliente Frecuente,3454,8,15,Pan
2035-03-10,Limpieza,Sucursal Centro,Cliente Ocasional,3765,45,10,Desinfectantes
2025-12-03,Alimentos,Sucursal Norte,Mayorista,2034,46,10,Frescos
2037-06-26,Carnes,Sucursal Este,Mayorista,1796,4,5,Res
2027-12-01,Alimentos,Sucursal Este,Cliente Ocasional,784,14,20,Enlatados
2023-04-09,Carnes,Sucursal Este,Mayorista,3308,7,10,Pescado
2023-03-02,Panadería,Sucursal Oeste,Mayorista,3830,3,0,Galletas
2033-12-26,Alimentos,Sucursal Sur,Mayorista,377,14,15,Enlatados
2025-08-05,Lácteos,Sucursal Centro,Corporativo,3856,23,0,Yogurt
2036-10-13,Carnes,Sucursal Este,Cliente Frecuente,4139,8,15,Pescado
2028-09-27,Alimentos,Sucursal Sur,Corporativo,4279,35,10,Frescos
2037-04-07,Limpieza,Sucursal Oeste,Cliente Frecuente,1866,11,0,Desinfectantes
2032-05-21,Lácteos,Sucursal Norte,Cliente Frecuente,2937,18,10,Quesos
2026-03-21,Bebidas,Sucursal Norte,Cliente Frecuente,1473,33,0,Refrescos
2037-11-28,Bebidas,Sucursal Centro,Cliente Frecuente,3083,7,10,Café
2026-05-08,Limpieza,Sucursal Oeste,Corporativo,2889,10,20,Esponjas
2036-06-30,Carnes,Sucursal Oeste,Mayorista,2428,34,0,Cerdo
2023-01-13,Limpieza,Sucursal Sur,Mayorista,4417,35,20,Desinfectantes
2026-11-26,Bebidas,Sucursal Sur,Corporativo,4514,20,20,Refrescos
2032-02-13,Lácteos,Sucursal Oeste,Mayorista,1551,39,10,Yogurt
2027-06-16,Carnes,Sucursal Norte,Corporativo,3887,21,15,Pescado
2034-04-13,Panadería,Sucursal Este,Cliente Frecuente,4171,42,20,Galletas
2026-02-10,Carnes,Sucursal Oeste,Corporativo,1528,14,5,Pescado
2028-06-06,Carnes,Sucursal Centro,Mayorista,3922,47,5,Cerdo
2025-12-14,Carnes,Sucursal Norte,Corporativo,1018,32,20,Cerdo
2033-12-15,Bebidas,Sucursal Sur,Corporativo,865,9,20,Jugos
2029-07-24,Panadería,Sucursal Centro,Cliente Frecuente,4836,29,5,Pan
2034-05-22,Panadería,Sucursal Sur,Corporativo,3561,28,0,Pan
2036-01-14,Limpieza,Sucursal Oeste,Mayorista,1697,48,15,Esponjas
2027-02-20,Alimentos,Sucursal Este,Corporativo,2968,9,0,Frescos
2026-05-28,Lácteos,Sucursal Centro,Mayorista,2033,32,10,Yogurt
2028-07-05,Carnes,Sucursal Este,Corporativo,1206,43,20,Pollo
2027-10-16,Lácteos,Sucursal Sur,Cliente Frecuente,1129,17,5,Leche
2029-01-31,Panadería,Sucursal Oeste,Cliente Frecuente,4154,1,15,Pasteles
2036-11-03,Lácteos,Sucursal Este,Mayorista,1943,1,10,Quesos
2036-02-04,Panadería,Sucursal Sur,Mayorista,3820,44,15,Pan
2026-02-19,Panadería,Sucursal Norte,Mayorista,260,10,20,Pan
2033-09-23,Limpieza,Sucursal Este,Corporativo,4702,10,5,Detergentes
2032-02-12,Limpieza,Sucursal Norte,Mayorista,219,5,0,Desinfectantes
2028-11-05,Lácteos,Sucursal Sur,Mayorista,1021,8,15,Leche
2036-02-29,Panadería,Sucursal Oeste,Mayorista,859,40,5,Pan
2026-07-01,Alimentos,Sucursal Sur,Corporativo,3803,5,5,Congelados
2024-07-18,Lácteos,Sucursal Norte,Cliente Frecuente,470,44,0,Leche
2022-03-24,Lácteos,Sucursal Oeste,Corporativo,3060,39,5,Yogurt
2031-10-20,Panadería,Sucursal Sur,Mayorista,2347,5,5,Galletas
2026-05-12,Lácteos,Sucursal Este,Corporativo,2569,34,5,Quesos
2035-12-18,Bebidas,Sucursal Sur,Cliente Ocasional,3895,28,15,Refrescos
2035-09-28,Carnes,Sucursal Oeste,Cliente Frecuente,1488,1,20,Pescado
2036-02-05,Limpieza,Sucursal Sur,Cliente Frecuente,2118,5,0,Esponjas
2030-03-20,Carnes,Sucursal Norte,Cliente Frecuente,3701,5,20,Pescado
2032-05-29,Limpieza,Sucursal Centro,Mayorista,1282,24,20,Esponjas
2023-06-30,Carnes,Sucursal Centro,Corporativo,2877,12,0,Cerdo
2022-07-09,Bebidas,Sucursal Oeste,Mayorista,1328,7,5,Té
2036-08-14,Lácteos,Sucursal Norte,Cliente Frecuente,2033,1,10,Leche
2027-01-22,Limpieza,Sucursal Centro,Mayorista,1997,25,10,Esponjas
2032-08-31,Lácteos,Sucursal Este,Cliente Frecuente,1777,23,20,Leche
2024-12-29,Lácteos,Sucursal Este,Cliente Frecuente,73,43,15,Leche
2036-01-23,Bebidas,Sucursal Sur,Corporativo,3940,30,15,Refrescos
2030-04-06,Lácteos,Sucursal Este,Cliente Frecuente,994,18,15,Quesos
2038-04-29,Limpieza,Sucursal Norte,Corporativo,4228,30,10,Detergentes
2032-03-30,Bebidas,Sucursal Sur,Corporativo,2815,33,10,Té
2033-06-19,Bebidas,Sucursal Norte,Cliente Frecuente,1292,7,20,Té
2025-09-23,Panadería,Sucursal Norte,Cliente Frecuente,4153,8,20,Pasteles
2027-11-01,Carnes,Sucursal Sur,Cliente Frecuente,3387,28,0,Cerdo
2029-01-21,Panadería,Sucursal Sur,Mayorista,1944,15,20,Pasteles
2024-05-16,Limpieza,Sucursal Centro,Cliente Ocasional,4057,29,10,Esponjas
2032-06-27,Panadería,Sucursal Centro,Corporativo,1101,6,5,Pan
2034-04-29,Lácteos,Sucursal Centro,Mayorista,1256,7,5,Quesos
2029-02-26,Panadería,Sucursal Centro,Corporativo,1301,3,10,Pan
2031-08-05,Limpieza,Sucursal Este,Mayorista,4624,11,15,Esponjas
2025-11-29,Alimentos,Sucursal Centro,Cliente Frecuente,828,35,15,Congelados
2028-12-09,Carnes,Sucursal Oeste,Mayorista,4733,29,20,Cerdo
2026-04-24,Lácteos,Sucursal Sur,Cliente Frecuente,3388,32,5,Leche
2024-03-18,Alimentos,Sucursal Centro,Cliente Frecuente,2610,25,5,Congelados
2028-08-07,Limpieza,Sucursal Norte,Mayorista,4079,6,10,Detergentes
2025-10-13,Panadería,Sucursal Centro,Cliente Frecuente,906,30,10,Galletas
2023-11-28,Bebidas,Sucursal Sur,Cliente Frecuente,1752,43,10,Café
2035-09-12,Lácteos,Sucursal Este,Mayorista,3104,22,5,Quesos
2029-07-26,Carnes,Sucursal Oeste,Mayorista,4386,12,5,Res
2025-06-26,Alimentos,Sucursal Oeste,Cliente Frecuente,2867,22,5,Frescos
2033-01-26,Lácteos,Sucursal Oeste,Cliente Ocasional,2787,40,20,Yogurt
2025-07-29,Limpieza,Sucursal Oeste,Corporativo,948,14,10,Detergentes
2028-09-29,Carnes,Sucursal Sur,Cliente Ocasional,3615,45,10,Res
2024-08-15,Bebidas,Sucursal Norte,Cliente Ocasional,2845,13,0,Refrescos
2037-12-09,Lácteos,Sucursal Centro,Mayorista,948,16,0,Yogurt
2028-12-12,Carnes,Sucursal Este,Cliente Ocasional,2421,18,10,Cerdo
2037-02-23,Limpieza,Sucursal Centro,Corporativo,1971,48,0,Detergentes
2035-12-14,Bebidas,Sucursal Norte,Mayorista,371,34,20,Refrescos
2028-06-01,Bebidas,Sucursal Norte,Cliente Ocasional,1550,9,20,Té
2022-02-20,Panadería,Sucursal Oeste,Cliente Frecuente,4234,42,5,Pasteles
2034-03-02,Bebidas,Sucursal Sur,Mayorista,1465,5,5,Té
2024-08-17,Limpieza,Sucursal Este,Cliente Frecuente,4963,26,20,Detergentes
2034-10-27,Limpieza,Sucursal Sur,Cliente Ocasional,1561,49,0,Detergentes
2031-04-13,Panadería,Sucursal Este,Cliente Frecuente,2796,11,15,Pasteles
2034-08-11,Bebidas,Sucursal Norte,Cliente Frecuente,490,46,20,Café
2027-04-28,Bebidas,Sucursal Oeste,Cliente Ocasional,1032,16,10,Té
2035-10-24,Lácteos,Sucursal Norte,Corporativo,3228,35,0,Leche
2034-10-22,Carnes,Sucursal Centro,Cliente Frecuente,4973,43,0,Res
2036-09-12,Limpieza,Sucursal Este,Mayorista,2494,23,10,Esponjas
2024-05-23,Lácteos,Sucursal Oeste,Corporativo,1622,16,0,Leche
2028-02-10,Panadería,Sucursal Norte,Mayorista,3180,3,0,Pan
2034-01-08,Bebidas,Sucursal Norte,Cliente Ocasional,1178,24,0,Refrescos
2032-03-25,Carnes,Sucursal Este,Mayorista,3232,41,15,Pollo
2037-04-01,Lácteos,Sucursal Sur,Cliente Ocasional,4145,26,20,Quesos
2022-04-03,Panadería,Sucursal Oeste,Cliente Frecuente,1044,33,10,Pan
2033-12-18,Limpieza,Sucursal Oeste,Corporativo,712,7,0,Desinfectantes
2037-07-31,Panadería,Sucursal Norte,Mayorista,988,21,15,Pan
2031-12-04,Carnes,Sucursal Centro,Mayorista,4466,25,0,Res
2022-04-30,Bebidas,Sucursal Oeste,Cliente Frecuente,3145,25,0,Té
2027-11-24,Carnes,Sucursal Norte,Corporativo,4150,22,5,Pollo
2024-04-22,Carnes,Sucursal Norte,Mayorista,721,14,5,Pescado
2025-02-02,Bebidas,Sucursal Oeste,Corporativo,1863,27,5,Té
2031-11-06,Lácteos,Sucursal Norte,Mayorista,1428,15,15,Yogurt
2032-07-03,Carnes,Sucursal Norte,Cliente Frecuente,4044,38,5,Res
2028-05-17,Lácteos,Sucursal Sur,Cliente Ocasional,4925,18,0,Leche
2030-06-30,Alimentos,Sucursal Oeste,Mayorista,84,6,20,Frescos
2029-05-13,Lácteos,Sucursal Este,Cliente Ocasional,1485,29,15,Leche
2027-12-18,Lácteos,Sucursal Centro,Corporativo,3767,32,20,Yogurt
2022-03-19,Lácteos,Sucursal Este,Cliente Ocasional,4272,48,20,Yogurt
2024-06-19,Lácteos,Sucursal Norte,Mayorista,1130,18,5,Yogurt
2025-11-04,Panadería,Sucursal Centro,Mayorista,1496,27,5,Pasteles
2025-01-03,Alimentos,Sucursal Oeste,Mayorista,4308,35,15,Frescos
2037-05-08,Panadería,Sucursal Sur,Cliente Ocasional,1103,40,0,Pasteles
2027-06-22,Alimentos,Sucursal Centro,Cliente Frecuente,3982,17,5,Congelados
2026-07-02,Carnes,Sucursal Norte,Mayorista,4919,29,5,Cerdo
2032-06-21,Lácteos,Sucursal Este,Corporativo,3483,34,15,Leche
2035-03-24,Limpieza,Sucursal Este,Mayorista,4999,5,20,Esponjas
2031-10-15,Panadería,Sucursal Este,Cliente Ocasional,2862,42,10,Pasteles
2025-05-12,Alimentos,Sucursal Centro,Mayorista,120,25,20,Congelados
2029-05-13,Lácteos,Sucursal Centro,Mayorista,4695,7,20,Leche
2029-02-04,Carnes,Sucursal Centro,Cliente Ocasional,4324,46,0,Res
2033-11-17,Carnes,Sucursal Centro,Corporativo,1772,9,10,Res
2023-08-20,Panadería,Sucursal Centro,Cliente Frecuente,310,1,15,Galletas
2030-12-09,Carnes,Sucursal Norte,Corporativo,2064,9,0,Pescado
2037-07-16,Carnes,Sucursal Oeste,Cliente Ocasional,4799,1,0,Cerdo
2028-12-02,Panadería,Sucursal Este,Corporativo,1423,17,5,Pan
2026-06-23,Lácteos,Sucursal Norte,Cliente Ocasional,2829,16,5,Yogurt
2032-08-15,Bebidas,Sucursal Norte,Corporativo,389,42,15,Café
2035-12-07,Lácteos,Sucursal Este,Cliente Frecuente,4017,38,20,Quesos
2026-11-16,Limpieza,Sucursal Oeste,Corporativo,1969,37,15,Desinfectantes
2036-12-02,Carnes,Sucursal Oeste,Cliente Frecuente,4841,11,10,Res
2029-08-14,Carnes,Sucursal Norte,Cliente Ocasional,2577,35,0,Pollo
2026-08-13,Bebidas,Sucursal Este,Cliente Ocasional,580,18,0,Jugos
2027-12-05,Alimentos,Sucursal Centro,Cliente Frecuente,3337,42,15,Frescos
2029-10-11,Limpieza,Sucursal Sur,Mayorista,1590,27,20,Desinfectantes
2036-01-29,Lácteos,Sucursal Centro,Mayorista,779,29,5,Leche
2025-11-29,Lácteos,Sucursal Centro,Corporativo,2707,1,15,Quesos
2028-03-31,Alimentos,Sucursal Oeste,Mayorista,1305,19,10,Enlatados
2036-03-31,Panadería,Sucursal Norte,Cliente Ocasional,4126,12,20,Pasteles
2038-04-23,Alimentos,Sucursal Norte,Cliente Frecuente,135,13,20,Enlatados
2034-10-14,Lácteos,Sucursal Oeste,Mayorista,2036,7,10,Yogurt
2036-10-17,Limpieza,Sucursal Oeste,Cliente Frecuente,2346,17,0,Detergentes
2031-10-24,Carnes,Sucursal Norte,Corporativo,3997,19,20,Cerdo
2024-04-11,Lácteos,Sucursal Norte,Cliente Ocasional,1374,13,15,Yogurt
2031-01-22,Lácteos,Sucursal Oeste,Cliente Frecuente,4246,43,0,Quesos
2030-11-28,Limpieza,Sucursal Centro,Cliente Frecuente,4007,38,20,Esponjas
2028-07-08,Bebidas,Sucursal Sur,Mayorista,2946,21,5,Refrescos
2023-06-04,Carnes,Sucursal Centro,Corporativo,2566,37,20,Pescado
2032-08-15,Lácteos,Sucursal Oeste,Mayorista,2270,3,5,Quesos
2033-05-03,Alimentos,Sucursal Oeste,Corporativo,791,19,15,Frescos
2029-06-03,Lácteos,Sucursal Centro,Cliente Ocasional,283,45,20,Yogurt
2023-08-15,Carnes,Sucursal Oeste,Mayorista,3827,36,5,Cerdo
2024-10-22,Bebidas,Sucursal Sur,Corporativo,3244,34,0,Jugos
2032-11-22,Bebidas,Sucursal Oeste,Cliente Frecuente,1462,25,20,Té
2024-12-20,Alimentos,Sucursal Oeste,Corporativo,4572,22,5,Congelados
2022-09-19,Limpieza,Sucursal Sur,Cliente Frecuente,650,15,20,Esponjas
2023-11-01,Lácteos,Sucursal Norte,Mayorista,1855,45,5,Yogurt
2032-05-14,Lácteos,Sucursal Norte,Cliente Ocasional,188,14,15,Leche
2032-09-13,Lácteos,Sucursal Norte,Cliente Frecuente,1450,31,10,Leche
2029-04-25,Bebidas,Sucursal Sur,Cliente Frecuente,853,13,5,Café
2034-05-25,Alimentos,Sucursal Norte,Cliente Frecuente,2836,18,15,Frescos
2025-05-23,Carnes,Sucursal Sur,Corporativo,3336,41,20,Cerdo
2027-10-20,Bebidas,Sucursal Norte,Mayorista,4403,18,5,Refrescos
2035-05-09,Bebidas,Sucursal Norte,Cliente Frecuente,1270,40,10,Café
2034-11-03,Bebidas,Sucursal Oeste,Cliente Frecuente,3270,21,10,Refrescos
2024-02-17,Limpieza,Sucursal Sur,Corporativo,791,8,15,Desinfectantes
2031-05-09,Alimentos,Sucursal Sur,Mayorista,3799,13,15,Enlatados
2034-03-17,Carnes,Sucursal Este,Corporativo,697,44,20,Res
2032-09-01,Carnes,Sucursal Norte,Cliente Ocasional,4514,29,5,Pescado
2025-05-04,Bebidas,Sucursal Norte,Cliente Ocasional,2297,43,20,Refrescos
2038-01-02,Limpieza,Sucursal Norte,Cliente Ocasional,3957,32,10,Detergentes
2035-12-29,Limpieza,Sucursal Sur,Cliente Frecuente,1541,13,20,Esponjas
2026-03-13,Panadería,Sucursal Sur,Cliente Frecuente,4875,2,5,Galletas
2025-03-04,Panadería,Sucursal Norte,Corporativo,2532,36,20,Pan
2032-06-17,Limpieza,Sucursal Sur,Cliente Frecuente,630,1,0,Esponjas
2034-03-21,Alimentos,Sucursal Oeste,Corporativo,2364,15,15,Enlatados
2036-02-15,Carnes,Sucursal Norte,Cliente Ocasional,1011,23,15,Res
2036-11-09,Panadería,Sucursal Centro,Corporativo,3541,10,10,Pasteles
2031-02-06,Limpieza,Sucursal Este,Corporativo,3383,38,5,Esponjas
2027-03-02,Panadería,Sucursal Norte,Corporativo,1911,14,15,Galletas
2025-11-25,Lácteos,Sucursal Centro,Cliente Frecuente,3456,29,0,Yogurt
2024-07-03,Alimentos,Sucursal Centro,Cliente Frecuente,1986,1,15,Congelados
2037-04-27,Panadería,Sucursal Centro,Cliente Ocasional,2676,5,15,Galletas
2036-01-03,Panadería,Sucursal Este,Mayorista,1717,12,0,Galletas
2032-02-12,Lácteos,Sucursal Este,Cliente Ocasional,2973,41,10,Yogurt
2027-02-17,Carnes,Sucursal Centro,Cliente Ocasional,1962,28,0,Pollo
2032-08-02,Panadería,Sucursal Norte,Mayorista,2707,11,5,Pan
2034-03-27,Alimentos,Sucursal Este,Cliente Frecuente,4522,40,10,Congelados
2031-11-26,Panadería,Sucursal Sur,Cliente Ocasional,4124,26,20,Pan
2029-04-20,Carnes,Sucursal Sur,Cliente Ocasional,861,49,10,Res
2026-10-18,Carnes,Sucursal Sur,Cliente Ocasional,1140,48,15,Pollo
2031-05-13,Panadería,Sucursal Este,Cliente Frecuente,3838,36,20,Galletas
2023-12-11,Carnes,Sucursal Oeste,Cliente Ocasional,4628,4,15,Pollo
2024-09-06,Panadería,Sucursal Este,Cliente Ocasional,2508,47,15,Pasteles
2030-10-30,Lácteos,Sucursal Este,Corporativo,2582,11,0,Yogurt
2028-04-05,Lácteos,Sucursal Este,Cliente Frecuente,1045,37,20,Quesos
2031-12-16,Limpieza,Sucursal Este,Mayorista,1655,25,5,Detergentes
2025-03-28,Bebidas,Sucursal Norte,Corporativo,2667,33,10,Jugos
2028-01-24,Panadería,Sucursal Centro,Cliente Frecuente,252,1,15,Galletas
2029-07-31,Bebidas,Sucursal Este,Cliente Frecuente,194,18,5,Café
2035-09-03,Limpieza,Sucursal Sur,Corporativo,4511,41,10,Desinfectantes
2027-11-21,Panadería,Sucursal Sur,Mayorista,2100,8,0,Galletas
2035-02-21,Panadería,Sucursal Centro,Mayorista,2041,2,10,Galletas
2037-05-12,Carnes,Sucursal Sur,Cliente Ocasional,3442,17,5,Pescado
2027-04-28,Carnes,Sucursal Este,Cliente Ocasional,3684,29,10,Res
2034-09-07,Limpieza,Sucursal Sur,Corporativo,1209,39,0,Esponjas
2038-02-19,Lácteos,Sucursal Norte,Cliente Ocasional,4623,47,20,Leche
2030-06-16,Carnes,Sucursal Centro,Corporativo,2103,14,10,Res
2035-12-14,Limpieza,Sucursal Oeste,Corporativo,2107,10,10,Desinfectantes
2037-05-02,Carnes,Sucursal Centro,Cliente Ocasional,4125,47,15,Pescado
2028-11-07,Limpieza,Sucursal Sur,Mayorista,771,33,10,Detergentes
2022-11-27,Alimentos,Sucursal Oeste,Mayorista,3518,16,5,Congelados
2023-12-13,Bebidas,Sucursal Este,Cliente Frecuente,4073,6,20,Té
